,brand,city,title,desc,image_count,created_at,price
44871,Samsung::سامسونگ,Karaj,گوشی موبایل مدلgalaxy E7,"با5sسالم معاوضه میکنم!!!
گوشی نوعه نوع تقریباآکبند!
گوشی4gهستش!سالمه سالم!
قیمت750!!!",4,Thursday 08AM,484774
44881,Apple::اپل,Mashhad,آیفون 6 پلاس سفید,"گوشی آیفون 6پلاس سفید - 16 گیگ
سری LLA 
گوشی سالم و تمیزه 
فقط می فروشم معاوضه نه",3,Friday 09PM,1393091
44884,Apple::اپل,Qom,ایفون فوراس 16,نقد وشرایطی خیلی تمیز حتی یک خش کوچیک هم نداره,0,Saturday 02PM,1074897
44885,Samsung::سامسونگ,Ahvaz,گوشی  سامسونگ مدل گالکسی S,موبایل سامسونگ مدل گلکسی si9100 گوشی بسیار خوب کاری تنها عیب این گوشی این است که فلش نداردا اما اینگوشی برای هرکاری حرف ندارد سالم کره ای و اصلی,3,Saturday 04PM,342915
44886,Huawei::هوآوی,Tehran,پی 8 لایت,فوری فوری فروشی سالم کمی از کنار زرب دیده مشکل آنتن و هنگ نداره .پلمپ باز نشده,0,Saturday 04PM,417968
44896,Apple::اپل,Karaj,Iphone 6 64 gray,گوشی نو به معنای واقعی استثنایی مناسب برای مصرف کننده .,1,Monday 09AM,1404026
44898,Apple::اپل,Shiraz,گوشی موبایل اپل 7,هنوز سیمکارت روی دستگاه نرفته ... فقط باز شده,1,Monday 02PM,822606
44900,Apple::اپل,Tehran,ایفون ٦sحافظه ٦٤,ایفون 6s حافظه ٦٤ در حد اکبند رنگ گری,1,Tuesday 06AM,2263644
44904,Sony::سونی,Tehran,گوشی مبایل z2 sonyو داکت شارژ رو میزی,"اندروید 6.2
داکت شارژ رومیزی مغناطیسی اصل
زد آب
سخت افزار فوقالعاده
پردازنده 4 هسته ای 2.3
رم 3
حافظه داخلی 16
میکرو اس دی تا 128
هندز فری اصلی
دوربین 20.3 مگا
نت 4G
باتری 3200
$NUMو یک آپشن ویژه",2,Saturday 08AM,949326
44912,Lenovo::لنوو,Isfahan,معاوضه هووایی جی ۶ یو ۱۰,معاوضه g6 سفید لا کاغذی با مشکی همین مدل ضمنا گوشی من لا کاغذی و تمیزه بدون خط وخشط مخصوص مشکل پسندها بشرط یه مشکی شو میخوام یا اپل فور اس همینطوری.,0,Monday 10AM,615518
44919,Sony::سونی,Ahvaz,سونی زد 3 مشکل دار,سلام به زد تری دارم نیازمند باطری,2,Tuesday 09PM,361920
44927,Apple::اپل,Tehran,آیفون6-16اکه اکه اک,"بدون کوچکترین نقطه وخط وخش
هرگونه تست هم داده میشود گوشی ازاول دست خودم بوده
هرلحاظ مطمعنم بهش اک اک اک
قیمت$NUM",5,Thursday 08AM,1340467
44947,Samsung::سامسونگ,Tehran,گوشی j3 2016,گوشی با جعبه و تکمیل ۳روز کار کرده,0,Sunday 02PM,384756
44954,Apple::اپل,Isfahan,5sSEوسیکس,گوشی تمیز و به شرط,0,Tuesday 05AM,1001278
44956,Apple::اپل,Tehran,آیفون ٦اس گلد ١٦,"آیفون ٦اس گلد ١٦ گیگ. ٢یا ٣ تا نقطه داره اما در کل تمیزه و بدون مشکل سخت افزاری.
با تمامی وسایل
لطفاً فقط مسیج بدید ممنون",0,Tuesday 01PM,1663226
44987,Apple::اپل,Mashhad,معاوضه s6 با نوت 5 یا ایفون 6,معاوضه سامسونگ s6  با  نوت 5  یا  ایفون 6.,1,Sunday 09AM,1620783
44990,Nokia::نوکیا,Tabriz,گوشی موبایل نوکیا,مدل1100اصل فلان.,2,Tuesday 08AM,19001
44994,Apple::اپل,Tehran,ایفون$NUMg gold,گوشی سالم بدون عیب بشرط,0,Thursday 09AM,1101423
44999,Samsung::سامسونگ,Isfahan,گوشی s6 فلت,تاچ اصلی فلت مشکی برای گوشی s6 به قیمت خوب خریدارم.,1,Monday 05PM,1102601
45007,Samsung::سامسونگ,Shiraz,s2 plus 8GB سورمه ای,"سالم و تمیز 
نو نو 
دوربین 8 
دوربین جلو 5",0,Friday 04PM,623140
45020,Samsung::سامسونگ,Tabriz,ال سی دی نوت2,ال سی دی نوت 2 میخوام بردش سوخته باشه ال سی دی سالم باشه با تشکر,0,Friday 06AM,243798
45046,Sony::سونی,Tehran,گوشی موبایل سونی sp در حد نو,"گوشی از اول دست خودم بوده جعبه هم داره واقعا  تمیز و سالمه.
به موبایل فروش نمی فروشم تماس نگیرید",3,Monday 10AM,361795
45047,Apple::اپل,Tehran,ایفون6sاکبند,64gb مشکی پلمپ,3,Monday 04PM,1674977
45064,Apple::اپل,Tehran,Iphone 7 / 256 GB unlocked,دو عدد تلفن iphone 7 /256GB/unlocked نو در جعبه / رنگ سیاه جت و سیاه مت / سیاه جت گرانتر است,2,Monday 10PM,585298
45115,Nokia::نوکیا,Tehran,دوعدد گوشی نوکیا ساده,"۱۲۰۰
۱۲۸۰
دوعدد گوشی نوکیا ساده با کارتن بفروش میرشد",1,Tuesday 02PM,-66737
45136,Apple::اپل,Tehran,ایفون سون پلاس,فقط ٤روز کار کرده،اصلى,2,Saturday 05PM,1335484
45157,Huawei::هوآوی,Karaj,هواویp7بدون حتی یک خش 4g فروش یا معاوضه,فروش یا معاوضه با گوشیه بالاتر4g باشه,0,Thursday 11PM,391505
45160,Nokia::نوکیا,Mashhad,lumia1520,"مشکی...۳۲گیگ..مهلت تست هم میدم.
تمیز و سالم..
با مشتری واقعی هم کنار میام..",2,Friday 04PM,493291
45182,Lenovo::لنوو,Tehran,هواوی میت اس,"گلد
فورجی
64گیگ
 معاوضه با پایین تر",2,Thursday 04PM,1024903
45184,Samsung::سامسونگ,Shiraz,A5 سامسونگ,تمیز با گوشی هم معامله میکنم,0,Saturday 04AM,510959
45198,Samsung::سامسونگ,Shiraz,note 5 dous,گوشی به رنگ سورمه ای و گارانتی هم داردفقط جوابگو پیامک شما هستم .,2,Wednesday 03AM,1112322
45229,HTC::اچ‌تی‌سی,Tehran,گوشی اچ تی سی HTC Desire 816G dual sim,گوشی کاملا تمیز و سالم.رنگ سورمه ایی.,2,Wednesday 07AM,484582
45235,Samsung::سامسونگ,Tehran,گوشی سامسونگ s6,"تک سیم 
بدون کوچکترین خط و خش
هندزفری حتی باز هم نشده
دارای شارژر سریع
رنگ سورمه ای
۳۲گیگ حافظه

لطفا فقط تماس بگیرید",5,Thursday 05AM,1086395
45244,Samsung::سامسونگ,Mashhad,معاوضه سامسونگ اس 5 با آیفون 6,معاوضه سامسونگ اس 5 با آیفون 6,0,Sunday 04PM,649892
45256,Huawei::هوآوی,Tehran,گوشی هواوی مدل G63o_ u10,گوشی کاملا سالم،تر تمیز میباشد.فقط تماس جواب میدم,0,Tuesday 03PM,282372
45261,Samsung::سامسونگ,Tehran,گوشی گراندنیو وتب۴فروش یامعاوضه,"گوشی گراند نیو پلاس دوسیمکارت قیمت$NUMتومان
و تب۴ هشت اینچ سامسونگ سیمکارتخور فروش یامعاوضه با گوشی بالاتر",0,Wednesday 08PM,560058
45272,Samsung::سامسونگ,Tehran,سامسونگ اک طرح a8,Samsong a8 طرح,2,Friday 10AM,355893
45274,Samsung::سامسونگ,Qom,نوت 3 گلد مشکی n9005,گوشی فوق کاملا سالم میباشد و اصل ویتنام است,0,Friday 08PM,868021
45284,Samsung::سامسونگ,Isfahan,گوشی گرند پریم در حد نو,گوشی خوبیه تا از دستت نرفته زنگ بزن,0,Tuesday 05PM,188704
45293,Apple::اپل,Ahvaz,گوشی اپل ۶ پلاس,یکدستگاه گوشی اپل ۶ پلاس ۶۴ گیگ lla آمریکا رنگ گلددرحدآک بدون خط وخش به بالاترین قیمت میفروشم یاعلی,0,Sunday 05PM,1570272
45295,ZTE::زدتی‌ای,Isfahan,گوشی A5معاوضه با,گوشی A5تمیز با گلس و گارد یکم پایینش رفتگی داره که اصن معلوم نیس معاوضه باJ7وJ5و5s تمیزمثل گوشی خودم.,0,Monday 06AM,434507
45296,Apple::اپل,Tehran,آیفون خاموش,"Iphone 6s 64gig
کاملا بدنه و صفحه بدون کوچکترین خط و خشی
کلا ١ هفته کار کرده
آب خورده و خاموش شده
به بالاترین قیمت فروشنده میباشم
به همراه جعبه
لطفا تلگرام و تماس فقط
لطفا پیشنهاد مفت ندین
قیمت پایه ٦٠٠
ممنون",2,Tuesday 11AM,1130704
45297,LG::ال‌جی,Tehran,LG G5 فول پک,"گوشی زیبای الجی حی5فول پک مدل H860 دوسیم رنک رزگلد
با گارانتی تا سال97 بدون حتی ی لک.اندروید7هم براش اومده.
به اولین پیشنهاد معقول فروخته میشود لطفا مردونه از دادن پیشنهاد بیجا و غیرمنصفانه خودداری کنید
دقت کنید نو دستگاه1990هست فول پک پس قیمت منصفانه بدین
فروشنده100درصد .
بنده کرج ام",2,Tuesday 02PM,1331566
45298,LG::ال‌جی,Tehran,"تعویض گوشی glx.مدل G5,با گوشی هم رده",گوشی در حد اک و2 سیم کارت و5/5 اینچ بدون خط وخش وبا جعبه ووسایل. تعویض با هم رده فقط برای تنوع وسر به سر چون گوشی داری حدا اک عکس نزاشتم,0,Tuesday 03PM,613477
45320,HTC::اچ‌تی‌سی,Tabriz,HTC DESIER 200,آکبند هست. دوربین 5 . حافظه داخلی4 . اندروید 4 . صفحه نمایش 3.5 اینچی. لطفا فقط قیمت پیشنهادی تون رو اس کنید . منصفانه باشه تماس میگیرم. تلگرام هم هستم,2,Tuesday 01PM,523619
45324,HTC::اچ‌تی‌سی,Shiraz,*۳تاگوشی واسه مصرف*,"باسلام
سه تاگوشی خوب جهت مصرف
اچ تی سی دیزایر که باطریش ضعیفه
دیمو مدل مارون ۵ که مشخصاتش توعکس هست فقط صفحش ترک داره اماتاچ و ال سی دی سالمه وکارمیکنه فقط نیازبه باطری داره
نوکیا۱۸۰۰
ضمنامعاوضه نیزدارم
باتشکرازمدیریت برنامه دیوار",2,Wednesday 06PM,107603
45337,Apple::اپل,Isfahan,ایفون ٥ مشکی ٦٤ گیگ,جهت فروش یا معاوضه با گوشی دیگه,0,Tuesday 05PM,1412801
45360,Samsung::سامسونگ,Qom,سامسونگ گرند 2,گوشی در حد نو بسیار تمیز. هم لیبل داره هم گارد.,0,Tuesday 12PM,450249
45361,Sony::سونی,Shiraz,فروش سونی z2,سونی z2. سالم بدون خط وخش. 4g. lte رنگ سفید,1,Tuesday 09PM,631910
45378,LG::ال‌جی,Tehran,فروش انواع گوشی الجی و سامسونگ,فروش انواع گوشی و لوازم جانبی الجی و سامسونگ با گارانتی و لوازم اصلی به شرط و با پایین ترین قیمت تماس بگیرید پشیمان نمیشوید...,2,Monday 08AM,491244
45382,Apple::اپل,Ahvaz,"Iphone 7,7+","Iphone 7 32g silver$NUM
Iphone7 32g rosegold$NUM
Iphone 7 128g black$NUM
Iphone 7+ 128g black$NUM",0,Monday 06PM,1320215
45389,HTC::اچ‌تی‌سی,Tabriz,اچ تی سی وای وی,بردمعیوب تاچ السیدی وقاب گوشی سالم,2,Wednesday 10AM,234960
45395,Apple::اپل,Isfahan,Apple 6s 64 Gig silver LLA,در حد نو بدون کوچکترین  خط و خش سالم به شرط تست، با کلیه لوازم.خریدار واقعی تماس بگیره لطفا....,1,Saturday 01AM,1913001
45397,Apple::اپل,Ahvaz,موبایل اپل,"انواع گوشی اپل
6S-6S+
7-7+
نقد و اقساط
چک کارمندی",1,Sunday 05PM,1796865
45405,Apple::اپل,Tehran,6plus 64GB,"ایفون ۶پلاس
رنگ گلد
۶۴گیگ
کاملا سالم و تمیز
بدون خط وخش
جعبه و لوازم تکمیل
LL/A",0,Tuesday 07AM,2360471
45411,Huawei::هوآوی,Tehran,معاوضه هواوی جی610با گوشی,هواوی جی۶۱۰ خییییییلییی سالمه درضمن گوشی وسایل نداره توجه کنین فقط خود گوشیه معاوضه دارم فقط,2,Friday 05PM,436786
45414,Samsung::سامسونگ,Tehran,سامسونگ j5,یک عدد گوشی سامسونگ j5سالم قیمت$NUMتومان  . ممنون از دیوار,0,Saturday 07PM,355288
45435,Huawei::هوآوی,Qom,هواوی g610,"گوشی سالم و تمیزه
قیمت پیشنهادی تون رو بفرستید 
لطفا قیمت منصفانه بدید .....روهوا قیمت ندید
تلگرام و واتساپ درخدمتم 
تماس جواب نمیدم

باتشکر از مدیریت دیوار",0,Monday 01AM,373298
45448,Samsung::سامسونگ,Qom,سامسونگ گلگسی S4,سری اول خیلی وقته دارمش استفاده نشده در حد قیمت 650,1,Friday 09AM,473207
45458,Nokia::نوکیا,Tehran,نوکیا108دوسیم,"دوربین رم خور دوسیم همه چیشم اوکی اصلی 
تلفن$NUM",0,Sunday 01AM,132024
45461,Apple::اپل,Isfahan,اپل فایو اس ٦٤ گيگ,٦٤ گیگ گلد با آکش هیچ تفاوتى نداره دارم میرم خدمت اگه خریدارین قیمت منصفانتونو واسه یه گوشیه آکـ اس بدین،قصدم فقط فروشه چون گوشى دیگه به دردم نمیخوره،در ضمن من از پشت کوه نیومدم اگه قیمت چرت بدین بدطور برخورد میکنم،به همره گلس پشت و رو و گارد ٧٠ تومنى که رایگان میدم،فقط قیمتارو اس بدین من خودم تماس میگیرم،یا حق,0,Wednesday 11AM,1238232
45464,Lenovo::لنوو,Mashhad,گوشی هواوی  y511,"وای۵۱۱ کم کارکرد تمیز 
قیمت پیشهاندیتون پیامک کنید",0,Wednesday 11PM,259743
45470,Nokia::نوکیا,Tehran,نوکیاx3لمسی ودکمه ای خیلی تمیز,نوکیا لمسی ودکمه ای دوربین 5 اصل فنلاند فنلاند,1,Sunday 10PM,52886
45473,LG::ال‌جی,Tehran,LG K10,ال جی کا10سرمه ای. فور جی ساپورت.کاملا سالم و بدون خط و خش و ضربه.6ماه کارکرد.همراه باگارانتی,0,Monday 01PM,372151
45475,LG::ال‌جی,Ahvaz,LG G3,دوسیمکارته . فورجی . 32گیگ . مشکی . تمیز وبدون خط وخش و زدگی .قابل تعویض باگوشیهای دوسیمکارته هم قیمت ورده بالاتر,0,Tuesday 12AM,580209
45477,Samsung::سامسونگ,Qom,فروش گوشی j1ace,"دو سیم 
فورجی
 otjساپورت
دوربین 5 
...سه روزه خریدم .  .فاکتور خریدم موجوده...الان تو بازار چهارصد قیمته اکشه .خاهشا قیمت تخیلی ندین...",0,Wednesday 03PM,875722
